User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
5209,1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443.0,5.0,71.0,21.0,16.0,82.0,2,8,2,7,7,0,0,0,0,0,0,0,South Africa
10128,1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,0,0,0,0,0,0,0,Canada
9284,1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,0,0,0,0,0,0,0,Spain
8643,1971,Graduation,Together,69930.0,0,0,2013-05-26,21,252.0,98.0,827.0,219.0,70.0,196.0,1,4,5,12,3,0,0,0,0,0,0,0,India
1685,1967,PhD,Together,62981.0,0,0,2013-03-17,21,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,0,1,0,0,0,0,0,Canada
2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410.0,0.0,59.0,19.0,9.0,44.0,10,7,1,8,7,0,0,0,0,0,0,0,South Africa
8369,1987,Graduation,Together,18227.0,1,0,2012-11-08,21,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,0,0,0,0,0,0,0,Spain
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,0,0,0,0,0,0,0,Spain
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,1,0,0,0,0,1,0,Spain
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55.0,16.0,1622.0,17.0,3.0,4.0,15,0,28,1,0,0,0,0,0,0,0,0,United States
10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327.0,9.0,125.0,25.0,4.0,139.0,6,7,1,8,7,1,0,0,0,0,0,0,Canada
8341,1969,PhD,Married,30396.0,1,0,2014-04-30,22,15.0,0.0,6.0,0.0,1.0,12.0,2,1,1,2,7,1,0,0,0,0,1,0,Spain
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,0,0,0,0,0,0,0,Spain
9971,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,0,0,0,0,0,0,0,South Africa
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,0,1,0,0,0,0,0,Spain
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,0,0,0,0,0,0,Spain
6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105.0,0.0,9.0,2.0,1.0,4.0,3,2,1,4,3,0,0,0,0,0,0,0,Spain
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,0,1,1,1,0,0,0,Australia
8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280.0,0.0,18.0,0.0,0.0,24.0,3,5,1,6,7,0,1,0,0,0,0,0,United States
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,Germany
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68.0,7.0,59.0,10.0,5.0,11.0,4,3,1,4,8,0,0,0,0,0,0,0,Spain
4088,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,0,Spain
4971,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,0,South Africa
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16.0,1.0,2.0,0.0,0.0,1.0,1,1,0,3,5,0,0,0,0,0,0,0,Spain
6892,1968,Graduation,Divorced,61671.0,0,1,2014-06-03,23,641.0,7.0,56.0,0.0,0.0,28.0,8,10,4,6,8,0,1,0,1,0,0,0,Spain
11004,1893,2n Cycle,Single,60182.0,0,1,2014-05-17,23,8.0,0.0,5.0,7.0,0.0,2.0,1,1,0,2,4,0,0,0,0,0,0,0,South Africa
1818,1971,PhD,Together,29732.0,1,0,2014-03-25,23,25.0,0.0,8.0,0.0,1.0,4.0,1,2,0,2,9,0,0,0,0,0,0,0,Canada
9485,1986,PhD,Married,45921.0,0,0,2014-03-10,23,102.0,9.0,49.0,24.0,3.0,12.0,1,2,1,6,4,0,0,0,0,0,0,0,South Africa
6646,1984,Graduation,Together,16529.0,1,0,2014-03-01,23,3.0,0.0,5.0,13.0,0.0,1.0,1,1,0,3,6,0,0,0,0,0,0,0,Canada
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,0,Spain
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,0,Spain
7861,1952,Master,Married,77027.0,0,1,2014-02-05,23,820.0,57.0,242.0,45.0,0.0,11.0,2,8,3,6,4,0,0,0,0,0,0,0,Spain
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,0,Spain
3011,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,0,South Africa
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,1,0,1,1,1,1,0,Spain
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,0,0,0,0,0,Spain
10711,1945,Graduation,Married,69755.0,0,0,2013-10-02,23,217.0,77.0,373.0,111.0,23.0,93.0,1,3,6,12,1,0,0,0,0,0,0,0,South Africa
8268,1961,PhD,Married,,0,1,2013-07-11,23,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,0,Canada
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,0,Spain
9432,1977,Graduation,Together,666666.0,1,0,2013-06-02,23,9.0,14.0,18.0,8.0,1.0,12.0,4,3,1,3,6,0,0,0,0,0,0,0,South Africa
5872,1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240.0,90.0,216.0,63.0,6.0,24.0,4,4,4,10,3,0,0,0,0,0,0,0,United States
11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,2.0,8.0,10.0,12.0,14.0,23.0,3,2,1,3,5,0,0,0,0,0,0,0,Canada
2428,1970,Graduation,Married,28164.0,1,0,2013-05-04,23,3.0,18.0,26.0,11.0,8.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,Germany
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3.0,9.0,15.0,13.0,2.0,39.0,1,1,1,2,9,1,0,0,0,0,1,0,Spain
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412.0,5.0,119.0,38.0,29.0,77.0,3,3,3,12,2,0,0,0,0,0,0,0,Spain
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124.0,83.0,267.0,85.0,59.0,35.0,2,5,2,11,5,0,0,0,0,0,1,0,Spain
10643,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124.0,83.0,267.0,85.0,59.0,35.0,2,5,2,11,5,0,0,0,0,0,1,0,Australia
11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736.0,114.0,279.0,82.0,76.0,190.0,6,5,6,8,3,0,0,0,0,0,0,0,Spain
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,1,0,United States
4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,1,0,South Africa
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8.0,4.0,5.0,15.0,2.0,11.0,2,1,0,3,7,0,0,0,0,0,0,0,Spain
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,0,0,0,0,0,Spain
6983,1950,Master,Divorced,38054.0,1,1,2014-05-01,24,23.0,2.0,17.0,2.0,1.0,0.0,2,2,0,3,7,0,0,0,0,0,0,0,India
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22.0,1.0,9.0,0.0,0.0,14.0,1,1,1,2,4,0,0,0,0,0,0,0,Spain
4286,1970,PhD,Single,57642.0,0,1,2014-01-09,24,580.0,6.0,58.0,8.0,0.0,27.0,3,7,6,6,4,1,0,0,0,0,0,0,India
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,0,0,India
6215,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,1,0,South Africa
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,Australia
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,United States
3153,1957,PhD,Single,40737.0,2,1,2013-12-08,24,11.0,0.0,4.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,South Africa
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,1,0,0,0,0,0,0,Spain
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8.0,0.0,3.0,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,0,Australia
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88.0,39.0,54.0,64.0,28.0,153.0,1,3,5,3,6,1,0,0,0,0,1,0,Spain
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182.0,4.0,33.0,0.0,0.0,66.0,2,4,1,5,7,0,0,0,0,0,0,0,South Africa
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,0,Spain
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,0,Spain
9483,1959,Graduation,Together,57957.0,0,1,2013-08-19,24,290.0,59.0,177.0,77.0,5.0,29.0,7,4,6,8,3,0,0,0,0,0,0,1,Canada
1378,1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284.0,16.0,160.0,84.0,16.0,134.0,6,7,4,6,6,0,0,0,0,0,0,0,South Africa
5991,1949,Master,Married,48150.0,0,1,2013-06-08,24,173.0,2.0,39.0,3.0,2.0,47.0,3,5,1,4,7,0,0,0,0,0,0,0,Germany
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,0,Spain
1052,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,0,Australia
9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953.0,0.0,71.0,0.0,0.0,174.0,6,10,5,10,8,0,0,0,0,0,1,0,South Africa
7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953.0,0.0,71.0,0.0,0.0,174.0,6,10,5,10,8,0,0,0,0,0,0,0,Spain
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3.0,18.0,14.0,15.0,22.0,50.0,3,3,1,3,9,0,0,0,0,0,1,0,Australia
5907,1952,Master,Married,33444.0,1,1,2012-11-03,24,8.0,0.0,8.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,Spain
793,1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18.0,3.0,17.0,3.0,0.0,4.0,1,2,0,3,9,0,0,0,0,0,0,0,Australia
8832,1976,Master,Together,37509.0,1,0,2012-09-12,24,37.0,5.0,56.0,12.0,8.0,5.0,2,3,0,4,7,0,0,0,0,0,0,0,Germany
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,0,1,1,1,0,1,0,Spain
1523,1973,Graduation,Married,59041.0,1,1,2014-05-07,25,69.0,2.0,15.0,2.0,2.0,6.0,2,2,0,4,5,0,0,0,0,0,0,0,South Africa
1839,1974,Graduation,Single,43322.0,0,0,2014-04-21,25,56.0,7.0,48.0,10.0,2.0,18.0,1,3,0,4,7,0,0,0,0,0,0,0,India
9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38.0,0.0,2.0,0.0,0.0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,South Africa
2945,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38.0,0.0,2.0,0.0,0.0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,Canada
9291,1959,Master,Married,34242.0,0,1,2014-03-23,25,8.0,2.0,4.0,0.0,0.0,1.0,1,0,0,3,5,0,0,0,0,0,0,0,Spain
2829,1955,Graduation,Married,65210.0,0,1,2014-03-10,25,626.0,0.0,70.0,0.0,7.0,28.0,2,9,3,8,6,0,1,0,1,0,0,0,Canada
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,0,0,0,0,0,0,0,Spain
1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,547.0,99.0,812.0,151.0,82.0,33.0,0,4,6,5,1,0,0,1,1,0,0,0,Canada
4310,1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507.0,93.0,520.0,242.0,40.0,26.0,1,5,10,5,1,0,0,0,1,0,1,0,Australia
6950,1958,Master,Married,49572.0,1,1,2013-12-15,25,35.0,1.0,16.0,0.0,1.0,1.0,2,2,0,3,7,0,0,0,0,0,0,0,Canada
8492,1978,Graduation,Together,75437.0,0,0,2013-11-09,25,795.0,0.0,545.0,95.0,58.0,0.0,1,8,4,10,6,0,0,0,1,0,0,0,Spain
5684,1971,Master,Divorced,44635.0,1,1,2013-10-11,25,56.0,0.0,9.0,0.0,0.0,3.0,2,2,0,3,7,0,0,0,0,0,0,0,Spain
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895.0,10.0,101.0,13.0,0.0,152.0,5,3,4,8,8,0,0,0,0,0,0,0,Germany
9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,0,0,1,0,0,0,Spain
975,1956,Graduation,Single,54252.0,1,1,2013-05-28,25,178.0,4.0,26.0,8.0,4.0,44.0,5,4,1,5,6,0,0,0,0,0,0,0,Australia
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14.0,0.0,3.0,0.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain
1456,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265.0,199.0,303.0,234.0,9.0,170.0,7,10,2,12,7,0,0,0,0,0,0,0,India
2849,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265.0,199.0,303.0,234.0,9.0,170.0,7,10,2,12,7,0,0,0,0,0,0,0,Canada
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349.0,16.0,144.0,28.0,5.0,182.0,5,8,5,4,8,1,0,0,1,0,1,0,Spain
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4.0,12.0,11.0,3.0,13.0,15.0,2,2,0,3,8,0,0,0,0,0,0,0,Spain
5628,1982,Graduation,Together,61416.0,0,0,2013-02-08,25,848.0,154.0,323.0,201.0,61.0,78.0,1,10,3,10,6,1,0,0,0,0,0,0,United States
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817.0,183.0,797.0,106.0,163.0,20.0,0,5,11,5,2,0,0,1,1,0,1,0,Spain
1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,962.0,12.0,194.0,16.0,24.0,12.0,4,7,8,13,6,0,0,1,0,0,0,0,Spain
10629,1973,2n Cycle,Married,,1,0,2012-09-14,25,25.0,3.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,0,0,0,0,0,Germany
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1.0,45.0,3.0,4.0,6.0,42.0,3,3,1,3,8,0,0,0,0,0,0,0,Spain
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1.0,1.0,5.0,0.0,3.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,Spain
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212.0,123.0,177.0,15.0,64.0,23.0,2,8,2,8,4,0,0,0,0,0,0,0,United States
6182,1984,Graduation,Together,26646.0,1,0,2014-02-10,26,11.0,4.0,20.0,10.0,3.0,5.0,2,2,0,4,6,0,0,0,0,0,0,0,United States
10432,1974,Graduation,Divorced,19346.0,1,0,2014-01-30,26,2.0,0.0,9.0,3.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,Canada
1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347.0,0.0,35.0,4.0,3.0,7.0,6,4,2,8,5,0,0,0,0,0,0,0,United States
4220,1970,PhD,Married,59892.0,0,1,2013-11-02,26,73.0,0.0,13.0,0.0,1.0,0.0,1,2,1,3,3,0,0,0,0,0,0,0,Canada
4141,1965,Graduation,Together,71613.0,0,0,2013-08-21,26,426.0,49.0,127.0,111.0,21.0,42.0,1,8,2,10,4,0,0,0,0,0,0,0,United States
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1.0,3.0,4.0,2.0,2.0,6.0,1,1,0,2,8,0,0,0,0,0,0,0,Australia
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48.0,9.0,45.0,3.0,15.0,20.0,4,2,1,4,6,0,0,0,0,0,1,0,Spain
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1.0,1.0,4.0,11.0,9.0,10.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076.0,68.0,103.0,29.0,91.0,68.0,1,3,4,8,1,0,1,1,0,0,1,0,Spain
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,0,0,0,0,0,Australia
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733.0,9.0,180.0,12.0,19.0,66.0,11,6,3,5,4,0,0,0,0,0,0,0,South Africa
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39.0,2.0,25.0,4.0,3.0,24.0,2,3,0,3,8,0,0,0,0,0,0,0,Australia
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523.0,7.0,134.0,37.0,14.0,169.0,4,8,2,10,7,0,0,0,0,0,0,0,Australia
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1083.0,108.0,649.0,253.0,151.0,108.0,1,4,7,12,2,0,0,0,1,0,0,0,South Africa
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7807,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7532,1980,Graduation,Married,43586.0,0,1,2012-08-30,26,99.0,2.0,11.0,4.0,0.0,16.0,3,3,0,4,8,0,0,0,0,0,0,0,Germany
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,0,0,0,1,0,Spain
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509.0,133.0,497.0,78.0,24.0,97.0,2,7,5,6,4,0,0,0,0,0,0,0,Australia
3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,527.0,0.0,21.0,0.0,0.0,60.0,3,8,1,8,6,0,1,0,0,0,0,0,Canada
3091,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340.0,21.0,134.0,258.0,14.0,56.0,1,7,5,8,4,0,0,0,0,0,0,0,South Africa
762,1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340.0,21.0,134.0,258.0,14.0,56.0,1,7,5,8,4,0,0,0,0,0,0,0,Spain
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184.0,32.0,352.0,21.0,16.0,16.0,1,3,4,7,1,0,1,1,1,0,1,0,United States
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10.0,24.0,15.0,13.0,1.0,30.0,1,2,1,3,7,1,0,0,0,0,1,0,Spain
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434.0,137.0,400.0,45.0,137.0,45.0,1,3,4,10,1,0,0,0,0,0,0,0,South Africa
486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434.0,137.0,400.0,45.0,137.0,45.0,1,3,4,10,1,0,0,0,0,0,0,0,Canada
1158,1966,Graduation,Divorced,48877.0,0,1,2014-01-05,27,102.0,1.0,15.0,2.0,0.0,24.0,1,3,0,4,7,0,0,0,0,0,0,0,Spain
9119,1950,Graduation,Together,60905.0,0,1,2013-12-05,27,208.0,17.0,76.0,36.0,17.0,38.0,2,3,3,7,2,0,0,0,0,0,0,0,United States
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,0,0,0,0,0,0,0,Spain
10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,1,0,0,0,0,0,0,India
10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,1308.0,0.0,396.0,23.0,0.0,0.0,1,5,7,4,3,0,1,0,0,1,0,0,India
2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,64.0,1.0,21.0,0.0,1.0,27.0,2,2,1,3,6,0,0,0,0,0,0,0,Canada
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,0,0,0,0,0,0,Spain
10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,0,0,0,0,0,0,Spain
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200.0,5.0,44.0,0.0,10.0,20.0,1,5,1,5,5,0,0,0,0,0,0,0,Spain
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,1001.0,44.0,107.0,58.0,44.0,44.0,1,6,7,11,2,1,0,1,0,0,0,0,Spain
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36.0,0.0,2.0,0.0,0.0,4.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18.0,42.0,24.0,15.0,20.0,18.0,1,2,1,4,7,0,0,0,0,0,0,0,Spain
2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18.0,42.0,24.0,15.0,20.0,18.0,1,2,1,4,7,0,0,0,0,0,0,0,Spain
6281,1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673.0,0.0,199.0,37.0,47.0,26.0,2,6,3,5,4,1,0,0,0,0,0,0,Spain
10390,1959,2n Cycle,Married,26887.0,0,1,2013-02-10,27,6.0,7.0,4.0,3.0,4.0,6.0,1,1,0,3,6,0,0,0,0,0,0,0,Spain
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050.0,12.0,144.0,0.0,0.0,24.0,3,6,4,8,5,0,1,0,1,1,1,0,Spain
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787.0,20.0,204.0,0.0,0.0,92.0,3,2,2,11,8,0,0,0,0,0,0,0,South Africa
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833.0,33.0,549.0,151.0,133.0,233.0,1,4,3,8,3,0,0,0,0,0,0,0,Spain
8486,1971,Master,Together,30538.0,1,0,2012-10-01,27,284.0,0.0,52.0,8.0,3.0,20.0,4,9,0,4,10,0,0,0,0,0,0,0,Spain
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605.0,91.0,399.0,0.0,45.0,205.0,2,3,6,8,3,0,0,0,0,0,0,0,India
6652,1965,Graduation,Married,77343.0,0,0,2014-06-09,28,227.0,151.0,573.0,98.0,54.0,31.0,1,3,4,9,1,0,0,0,0,0,0,0,Canada
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800.0,0.0,297.0,0.0,34.0,57.0,2,2,5,10,6,0,1,0,1,0,0,0,Spain
4686,1962,PhD,Widow,82571.0,0,0,2014-04-02,28,861.0,31.0,558.0,62.0,95.0,79.0,0,6,5,13,2,0,0,1,0,0,0,0,Spain
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62.0,1.0,57.0,19.0,11.0,48.0,2,2,1,5,2,0,0,0,0,0,0,0,Spain
4338,1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23.0,0.0,9.0,0.0,0.0,12.0,1,1,0,3,4,1,0,0,0,0,0,0,Spain
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11.0,0.0,16.0,7.0,6.0,21.0,1,2,0,3,8,0,0,0,0,0,0,0,Spain
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,0,0,0,0,0,0,0,Spain
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22.0,2.0,31.0,7.0,4.0,5.0,1,2,0,3,7,0,0,0,0,0,0,0,Spain
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,0,Spain
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,0,Spain
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161.0,28.0,136.0,32.0,3.0,45.0,4,3,4,6,3,0,0,0,0,0,0,0,Canada
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315.0,4.0,62.0,41.0,31.0,146.0,2,7,1,7,5,0,0,0,0,0,0,0,Spain
