User_ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Date_Enroll,Recency,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_Campaigns_Accepted,Total_Spent
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63.0,0.0,21.0,7.0,0.0,12.0,1,3,0,3,8,0,0,0,0,0,0,0,Spain,0,103.0
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1.0,10.0,11.0,19.0,3.0,15.0,2,2,0,3,6,0,0,0,0,0,0,0,Spain,0,59.0
1990,1974,PhD,Single,63159.0,0,0,2012-11-05,74,965.0,34.0,586.0,89.0,86.0,37.0,1,3,5,8,3,1,0,0,0,0,0,0,Spain,1,1797.0
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78.0,0.0,11.0,0.0,0.0,7.0,1,2,1,3,5,0,0,0,0,0,0,0,Spain,0,96.0
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522.0,0.0,257.0,32.0,16.0,66.0,4,2,2,8,7,0,0,0,1,0,1,0,Spain,2,893.0
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867.0,0.0,86.0,0.0,0.0,19.0,3,2,3,9,8,0,1,0,0,0,0,0,United States,1,972.0
1994,1983,Graduation,Married,,1,0,2013-11-15,11,5.0,5.0,6.0,0.0,2.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,United States,0,19.0
1998,1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34.0,6.0,21.0,11.0,4.0,8.0,1,2,1,3,6,0,0,0,0,0,0,0,India,0,84.0
2002,1958,Graduation,Divorced,71964.0,0,0,2013-05-20,81,587.0,51.0,932.0,180.0,34.0,86.0,1,5,6,5,3,0,0,0,0,0,0,0,Spain,0,1870.0
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619.0,54.0,260.0,127.0,54.0,54.0,1,4,7,5,1,0,0,0,0,0,0,0,Spain,0,1168.0
2005,1990,Graduation,Married,35765.0,1,0,2013-12-11,86,22.0,3.0,30.0,0.0,5.0,15.0,2,2,0,4,6,0,0,0,0,0,0,0,Canada,0,75.0
2008,1978,Graduation,Married,77583.0,0,0,2014-02-10,93,372.0,23.0,384.0,250.0,12.0,108.0,1,4,5,9,2,0,0,0,1,0,0,0,South Africa,1,1149.0
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563.0,76.0,384.0,84.0,192.0,89.0,4,6,10,13,4,0,0,0,0,0,0,0,Spain,0,1388.0
2036,1973,PhD,Together,57906.0,0,1,2013-06-11,29,243.0,11.0,119.0,10.0,3.0,15.0,3,4,2,8,4,0,0,0,0,0,0,0,India,0,401.0
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,0,Spain,1,49.0
2061,1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78.0,0.0,11.0,0.0,0.0,10.0,1,2,0,4,6,0,1,0,0,0,0,0,Spain,1,99.0
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70.0,0.0,11.0,2.0,8.0,23.0,1,2,1,3,6,0,0,0,0,0,0,0,Spain,0,114.0
2072,1969,PhD,Together,53374.0,0,1,2012-08-16,34,896.0,10.0,101.0,13.0,10.0,34.0,6,4,2,9,9,1,0,0,0,0,1,0,Canada,2,1064.0
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377.0,10.0,540.0,80.0,30.0,10.0,1,3,5,7,1,0,0,0,0,0,0,0,South Africa,0,1047.0
2079,1947,2n Cycle,Married,81044.0,0,0,2013-12-27,0,450.0,26.0,535.0,73.0,98.0,26.0,1,5,6,10,1,0,0,0,0,0,0,0,United States,0,1208.0
2088,1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997.0,15.0,414.0,99.0,30.0,76.0,1,5,6,12,2,0,1,1,0,1,0,0,Germany,3,1631.0
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11.0,0.0,5.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,Spain,0,17.0
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain,0,34.0
2109,1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448.0,71.0,951.0,40.0,17.0,17.0,1,6,11,10,2,0,0,1,0,0,1,0,Spain,2,1544.0
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,1,0,United States,3,1315.0
2115,1957,Graduation,Together,50116.0,1,1,2014-06-20,68,54.0,0.0,10.0,0.0,0.0,2.0,2,1,0,4,5,0,1,0,0,0,0,0,Germany,1,66.0
2118,1964,2n Cycle,Married,62905.0,0,1,2013-09-10,68,166.0,75.0,96.0,119.0,107.0,59.0,3,7,2,8,4,0,0,0,0,0,0,0,Spain,0,622.0
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194.0,61.0,480.0,225.0,112.0,30.0,1,3,4,8,2,0,0,0,0,0,0,0,United States,0,1102.0
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,35.0,3.0,67.0,10.0,8.0,24.0,1,3,1,3,6,0,0,0,0,0,1,0,South Africa,1,147.0
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063.0,89.0,102.0,16.0,12.0,25.0,4,9,4,6,6,0,0,0,0,0,0,0,Spain,0,1307.0
2134,1952,Graduation,Single,53700.0,0,1,2012-08-17,94,263.0,5.0,233.0,69.0,41.0,83.0,4,5,5,8,5,0,0,0,0,0,0,0,South Africa,0,694.0
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3.0,1.0,10.0,3.0,2.0,12.0,3,2,0,3,5,0,0,0,0,0,0,0,Australia,0,31.0
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736.0,63.0,946.0,219.0,189.0,126.0,1,4,7,11,2,0,0,1,1,0,0,0,Spain,2,2279.0
2150,1958,PhD,Widow,80995.0,0,1,2013-05-11,83,860.0,28.0,409.0,73.0,56.0,56.0,1,8,9,4,4,0,0,0,0,0,0,0,Canada,0,1482.0
2154,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15.0,0.0,12.0,7.0,3.0,7.0,3,2,0,3,7,0,0,0,0,0,0,0,Spain,0,44.0
2156,1955,PhD,Married,22554.0,1,1,2012-11-03,38,27.0,0.0,10.0,0.0,0.0,4.0,4,2,0,4,5,0,0,0,0,0,0,0,Spain,0,41.0
2157,1972,Graduation,Together,26290.0,1,1,2013-01-12,49,15.0,8.0,16.0,11.0,5.0,22.0,4,2,0,4,6,0,0,0,0,0,0,0,Canada,0,77.0
2162,1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256.0,34.0,103.0,90.0,29.0,49.0,2,3,3,10,3,0,0,0,0,0,0,0,Spain,0,561.0
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-07-12,55,12.0,1.0,3.0,0.0,0.0,7.0,1,0,1,2,4,0,0,0,0,0,0,0,South Africa,0,23.0
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,0,0,0,0,0,Spain,0,32.0
2174,1954,Graduation,Single,46344.0,1,1,2014-03-08,38,11.0,1.0,6.0,2.0,1.0,6.0,2,1,1,2,5,0,0,0,0,0,0,0,United States,0,27.0
2176,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218.0,16.0,272.0,104.0,0.0,80.0,2,5,3,6,6,0,1,1,1,0,1,0,South Africa,4,1690.0
2181,1970,Graduation,Married,70617.0,0,0,2013-06-23,45,353.0,61.0,753.0,40.0,46.0,27.0,1,3,3,7,2,0,0,0,0,0,0,0,Spain,0,1280.0
2186,1977,2n Cycle,Together,82326.0,0,0,2014-03-10,30,938.0,142.0,754.0,159.0,81.0,183.0,1,5,10,6,2,0,1,1,1,0,1,0,Spain,4,2257.0
2202,1978,Graduation,Together,41154.0,0,1,2013-04-09,98,44.0,2.0,11.0,2.0,3.0,7.0,1,1,0,4,5,0,0,0,0,0,0,0,Spain,0,69.0
2217,1975,2n Cycle,Married,37284.0,1,1,2013-03-29,46,11.0,1.0,2.0,2.0,1.0,6.0,1,0,0,3,6,0,0,0,0,0,0,0,India,0,23.0
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215.0,33.0,249.0,64.0,116.0,149.0,8,8,9,8,6,0,0,0,0,0,0,0,Spain,0,1826.0
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510.0,120.0,550.0,156.0,40.0,241.0,1,4,9,7,1,1,0,0,1,0,1,0,Australia,3,1617.0
2227,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45.0,47.0,52.0,21.0,20.0,25.0,2,3,1,5,6,0,0,0,0,0,0,0,South Africa,0,210.0
2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,27.0,2.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,0,Germany,0,43.0
2245,1969,Master,Married,43641.0,1,1,2013-04-22,50,57.0,2.0,51.0,4.0,2.0,23.0,3,2,1,4,6,0,0,0,0,0,0,0,Spain,0,139.0
2246,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,0,0,0,0,0,0,Spain,0,183.0
2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,0,Spain,0,85.0
2254,1983,Graduation,Married,69520.0,0,0,2013-07-07,95,627.0,120.0,414.0,121.0,80.0,93.0,1,9,6,5,5,0,0,0,0,0,0,0,Australia,0,1455.0
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17.0,0.0,3.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,0,Spain,0,21.0
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8.0,4.0,15.0,7.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain,0,42.0
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,Germany,0,16.0
2262,1965,Master,Together,45143.0,0,1,2013-08-26,74,202.0,5.0,74.0,11.0,5.0,14.0,3,6,1,5,7,0,0,0,0,0,0,0,South Africa,0,311.0
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430.0,16.0,322.0,43.0,24.0,33.0,5,4,7,11,3,0,0,0,0,0,0,0,Spain,0,868.0
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4.0,17.0,19.0,30.0,24.0,39.0,2,2,1,3,6,0,0,0,0,0,0,0,United States,0,133.0
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4.0,3.0,7.0,0.0,3.0,11.0,1,1,0,2,7,1,0,0,0,0,0,0,Germany,1,28.0
2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,213.0,9.0,76.0,4.0,3.0,30.0,3,5,2,5,7,0,0,0,0,0,0,0,South Africa,0,335.0
2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,64.0,1.0,21.0,0.0,1.0,27.0,2,2,1,3,6,0,0,0,0,0,0,0,Canada,0,114.0
2292,1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5.0,4.0,8.0,2.0,0.0,5.0,1,1,0,3,5,0,0,0,0,0,0,0,Spain,0,24.0
2295,1954,PhD,Married,62670.0,0,1,2014-02-02,57,539.0,30.0,92.0,80.0,46.0,38.0,1,5,3,13,3,0,0,0,0,0,0,0,South Africa,0,825.0
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,1,0,0,0,0,0,0,Spain,1,30.0
2304,1963,PhD,Together,66313.0,0,1,2013-09-16,86,625.0,7.0,99.0,10.0,22.0,7.0,2,6,3,12,4,0,0,0,0,0,0,0,South Africa,0,770.0
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110.0,5.0,137.0,26.0,23.0,29.0,2,6,1,5,7,0,0,0,0,0,0,0,Spain,0,330.0
2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10.0,0.0,11.0,17.0,29.0,29.0,1,1,2,2,4,0,0,0,0,0,0,0,Spain,0,96.0
2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508.0,11.0,59.0,23.0,5.0,29.0,5,11,1,6,9,0,0,0,0,0,0,0,Spain,0,635.0
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625.0,38.0,242.0,50.0,34.0,76.0,2,7,11,11,4,1,0,0,0,0,0,0,Spain,1,1065.0
2326,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,0,Spain,0,85.0
2337,1971,Graduation,Divorced,29819.0,1,0,2013-10-24,77,9.0,1.0,24.0,2.0,1.0,2.0,3,3,0,3,6,0,0,0,0,0,0,0,Spain,0,39.0
2345,1982,PhD,Together,70038.0,0,0,2013-10-25,54,587.0,54.0,348.0,71.0,54.0,130.0,1,4,4,8,2,0,0,0,0,0,0,0,Australia,0,1244.0
2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623.0,53.0,178.0,23.0,17.0,133.0,7,3,2,8,8,0,1,0,0,0,0,0,Canada,1,1027.0
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,Germany,0,81.0
2375,1972,Graduation,Together,30261.0,1,2,2012-09-25,75,8.0,0.0,5.0,0.0,3.0,6.0,1,0,0,3,8,0,0,0,0,0,0,0,Spain,0,22.0
2379,1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778.0,44.0,499.0,95.0,73.0,146.0,2,3,4,5,7,0,0,0,0,0,1,0,South Africa,1,1635.0
2387,1952,Master,Together,43776.0,1,1,2013-02-03,9,177.0,2.0,71.0,3.0,2.0,20.0,6,5,2,4,8,0,0,0,0,0,1,0,South Africa,1,275.0
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44.0,4.0,21.0,6.0,0.0,27.0,2,3,0,3,7,0,0,0,0,0,0,0,Spain,0,102.0
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,0,0,0,0,0,United States,0,257.0
2406,1949,Graduation,Together,54591.0,0,1,2013-08-05,63,376.0,4.0,94.0,12.0,9.0,24.0,3,6,2,8,5,0,0,0,0,0,0,0,Australia,0,519.0
2407,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823.0,25.0,459.0,124.0,29.0,95.0,1,6,6,7,4,0,0,1,0,0,1,0,United States,2,1555.0
2408,1976,Graduation,Married,58597.0,1,1,2012-11-20,20,490.0,0.0,184.0,10.0,28.0,21.0,12,7,4,9,7,0,0,0,0,0,0,0,India,0,733.0
2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364.0,40.0,425.0,158.0,60.0,50.0,1,3,4,8,1,0,0,0,0,0,0,0,Spain,0,1097.0
2415,1962,Graduation,Together,62568.0,0,1,2014-04-07,99,362.0,17.0,398.0,80.0,35.0,61.0,3,5,3,5,4,0,0,0,1,0,0,0,Spain,1,953.0
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789.0,25.0,420.0,16.0,38.0,0.0,1,2,8,9,1,0,0,0,0,0,0,0,Spain,0,1288.0
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483.0,74.0,114.0,169.0,37.0,18.0,1,5,10,13,3,0,0,0,0,0,1,0,Spain,1,895.0
2428,1970,Graduation,Married,28164.0,1,0,2013-05-04,23,3.0,18.0,26.0,11.0,8.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,Germany,0,78.0
2429,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,138.0,150.0,3,5,4,8,2,0,0,0,0,0,0,0,Canada,0,1338.0
2431,1990,Graduation,Married,18222.0,0,0,2012-12-31,70,12.0,4.0,19.0,12.0,6.0,14.0,1,2,0,3,8,0,0,0,0,0,0,0,Spain,0,67.0
2437,1989,Graduation,Married,,0,0,2013-06-03,69,861.0,138.0,461.0,60.0,30.0,61.0,1,6,5,12,3,0,1,0,1,0,0,0,Spain,2,1611.0
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38.0,1.0,24.0,0.0,0.0,0.0,1,2,0,3,8,0,0,0,0,0,0,0,Spain,0,63.0
2447,1979,Graduation,Together,30545.0,1,0,2012-10-17,71,4.0,12.0,15.0,19.0,7.0,12.0,2,2,0,3,7,0,0,0,0,0,0,0,India,0,69.0
2452,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199.0,33.0,60.0,8.0,3.0,15.0,5,5,2,5,8,0,0,0,0,0,1,0,Spain,1,318.0
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526.0,28.0,135.0,10.0,21.0,99.0,3,5,3,12,5,0,0,0,0,0,0,0,Spain,0,819.0
2456,1975,PhD,Married,40233.0,0,1,2013-10-14,84,80.0,4.0,46.0,0.0,17.0,2.0,5,2,1,5,6,0,0,0,0,0,0,0,South Africa,0,149.0
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8.0,4.0,5.0,15.0,2.0,11.0,2,1,0,3,7,0,0,0,0,0,0,0,Spain,0,45.0
2461,1955,Master,Single,51124.0,1,1,2013-12-18,79,26.0,1.0,11.0,0.0,1.0,4.0,2,1,0,3,3,0,0,0,0,0,0,0,Canada,0,43.0
2471,1965,Graduation,Married,61482.0,0,0,2014-06-27,39,48.0,58.0,68.0,16.0,66.0,43.0,1,3,2,6,2,0,0,0,0,0,0,0,South Africa,0,299.0
2478,1973,Graduation,Married,25410.0,1,0,2013-08-31,48,2.0,2.0,4.0,13.0,13.0,4.0,1,1,0,4,4,0,0,0,0,0,0,0,Spain,0,38.0
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23.0,1.0,25.0,0.0,8.0,7.0,4,2,1,3,6,0,0,0,0,0,0,0,Spain,0,64.0
2493,1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356.0,0.0,107.0,19.0,9.0,117.0,2,7,1,8,5,0,0,0,0,0,0,0,Germany,0,608.0
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,0,0,0,0,0,Spain,0,816.0
2499,1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204.0,97.0,97.0,21.0,118.0,26.0,1,5,2,10,4,0,0,0,0,0,0,0,Spain,0,563.0
2516,1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22.0,2.0,10.0,6.0,4.0,34.0,2,1,2,2,4,0,0,0,0,0,0,0,Spain,0,78.0
2518,1986,2n Cycle,Together,20491.0,0,0,2013-01-25,16,5.0,4.0,5.0,4.0,2.0,10.0,1,0,1,2,7,0,0,0,0,0,0,0,Germany,0,30.0
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23.0,1.0,13.0,2.0,2.0,18.0,1,1,1,2,7,1,0,0,0,0,1,0,Spain,2,59.0
2525,1974,PhD,Married,38410.0,0,0,2012-09-14,65,153.0,64.0,123.0,116.0,64.0,14.0,2,5,2,9,6,0,0,0,0,0,1,0,Canada,1,534.0
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982.0,73.0,351.0,56.0,14.0,175.0,1,2,4,6,5,1,0,0,0,0,0,0,Spain,1,1651.0
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97.0,1.0,41.0,6.0,2.0,41.0,2,4,1,3,7,0,0,0,0,0,0,0,Australia,0,188.0
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,0,1,1,1,0,1,0,Spain,4,844.0
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14.0,7.0,11.0,11.0,0.0,5.0,2,2,0,3,8,0,0,0,0,0,0,0,Spain,0,48.0
2544,1951,Master,Divorced,57530.0,0,1,2013-10-12,68,50.0,1.0,27.0,6.0,7.0,1.0,1,1,1,4,1,0,0,0,0,0,0,0,India,0,92.0
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23.0,4.0,5.0,10.0,5.0,23.0,1,1,0,4,3,0,0,0,0,0,0,0,Spain,0,70.0
2549,1983,PhD,Together,21840.0,1,0,2013-07-21,80,17.0,0.0,9.0,0.0,0.0,1.0,1,1,0,3,9,0,0,0,0,0,0,0,Spain,0,27.0
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416.0,0.0,26.0,0.0,0.0,4.0,9,6,3,6,7,0,1,0,0,0,1,0,Spain,2,446.0
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7.0,1.0,6.0,3.0,1.0,11.0,1,1,1,2,4,1,0,0,0,0,0,0,Spain,1,29.0
2561,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977.0,12.0,253.0,16.0,12.0,101.0,4,4,3,12,8,0,1,0,0,0,0,0,Germany,1,1371.0
2563,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1.0,9.0,7.0,2.0,14.0,10.0,1,2,0,3,6,0,0,0,0,0,0,0,India,0,43.0
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111.0,3.0,28.0,2.0,6.0,15.0,2,3,1,4,6,0,0,0,0,0,0,0,Spain,0,165.0
2565,1955,Master,Divorced,70638.0,0,0,2013-06-01,69,1016.0,12.0,215.0,16.0,12.0,63.0,1,4,5,10,3,0,1,0,0,0,0,0,South Africa,1,1334.0
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3.0,14.0,17.0,6.0,1.0,5.0,1,1,0,3,8,0,0,0,0,0,0,0,United States,0,46.0
2570,1968,Graduation,Together,56534.0,0,1,2013-07-23,35,691.0,7.0,61.0,10.0,0.0,46.0,4,10,4,7,8,0,1,0,0,1,1,0,Spain,3,815.0
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050.0,12.0,144.0,0.0,0.0,24.0,3,6,4,8,5,0,1,0,1,1,1,0,Spain,4,1230.0
2579,1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495.0,33.0,255.0,11.0,33.0,8.0,4,6,7,9,4,0,0,0,0,0,0,0,Spain,0,835.0
2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14.0,0.0,6.0,0.0,0.0,0.0,2,2,0,3,5,0,0,0,0,0,0,0,Australia,0,20.0
2589,1972,Graduation,Divorced,26759.0,1,0,2014-02-07,65,25.0,3.0,16.0,8.0,5.0,2.0,2,2,1,3,6,0,0,0,0,0,0,0,Australia,0,59.0
2591,1959,Graduation,Widow,76320.0,0,1,2014-06-22,49,526.0,35.0,214.0,69.0,53.0,35.0,2,6,3,4,2,0,0,0,0,0,0,0,United States,0,932.0
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424.0,17.0,118.0,7.0,23.0,41.0,6,8,2,8,8,0,0,0,0,0,0,0,Spain,0,630.0
2611,1959,Master,Together,82576.0,0,0,2012-08-01,66,1206.0,55.0,445.0,168.0,18.0,18.0,1,2,4,12,1,0,0,1,0,0,0,0,South Africa,1,1910.0
2612,1987,Graduation,Married,75794.0,0,0,2013-12-24,33,754.0,160.0,625.0,63.0,32.0,48.0,1,7,5,12,3,0,0,0,1,0,0,0,South Africa,1,1682.0
2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,162.0,6.0,37.0,6.0,13.0,13.0,2,1,3,6,1,0,0,0,0,0,0,0,Spain,0,237.0
2620,1974,PhD,Married,34596.0,1,0,2013-04-13,48,14.0,0.0,2.0,0.0,0.0,7.0,1,1,0,2,8,0,0,0,0,0,1,0,South Africa,1,23.0
2625,1954,2n Cycle,Single,42607.0,0,1,2013-11-17,30,156.0,29.0,56.0,30.0,32.0,47.0,2,3,2,7,3,0,0,0,0,0,0,0,South Africa,0,350.0
2631,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,0,0,0,0,0,0,0,Spain,0,1149.0
2632,1954,Graduation,Married,50501.0,1,1,2013-06-18,10,297.0,0.0,38.0,13.0,0.0,152.0,7,5,4,4,6,1,0,0,0,0,1,0,India,2,500.0
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,5.0,7.0,31.0,15.0,4.0,7.0,3,2,1,3,6,0,0,0,0,0,1,0,Spain,1,69.0
2639,1966,Graduation,Single,43602.0,1,1,2014-01-10,45,19.0,5.0,12.0,10.0,3.0,19.0,3,3,1,2,6,0,0,0,0,0,0,0,South Africa,0,68.0
2656,1971,Graduation,Divorced,40851.0,1,1,2013-02-21,63,23.0,1.0,7.0,0.0,4.0,24.0,1,1,1,2,7,0,0,0,0,0,0,0,Canada,0,59.0
2661,1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12.0,4.0,2.0,10.0,6.0,10.0,4,2,0,4,5,0,0,0,0,0,0,0,South Africa,0,44.0
2666,1972,Master,Married,76234.0,0,1,2014-02-06,21,519.0,50.0,167.0,130.0,0.0,41.0,1,8,3,11,3,0,1,0,0,0,0,0,Canada,1,907.0
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375.0,152.0,335.0,93.0,91.0,81.0,1,5,4,6,2,0,0,0,0,0,0,0,Spain,0,1127.0
2674,1958,Master,Single,75154.0,0,1,2012-09-04,79,543.0,10.0,205.0,160.0,143.0,82.0,1,6,3,6,3,0,0,0,0,0,1,0,United States,1,1143.0
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72.0,24.0,68.0,65.0,4.0,8.0,5,3,1,6,4,0,0,0,0,0,0,0,South Africa,0,241.0
2678,1990,Graduation,Single,34412.0,1,0,2013-02-13,62,52.0,12.0,50.0,4.0,36.0,55.0,3,5,0,3,9,0,0,0,0,0,0,0,Australia,0,209.0
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71.0,22.0,112.0,138.0,89.0,29.0,1,2,3,13,1,0,0,0,0,0,0,0,Spain,0,461.0
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,295.0,106.0,271.0,75.0,98.0,65.0,4,6,4,12,6,0,0,0,0,0,0,0,Canada,0,910.0
2686,1969,Basic,Together,22390.0,0,0,2013-10-21,49,0.0,1.0,4.0,15.0,1.0,5.0,1,1,0,2,7,0,0,0,0,0,0,0,Australia,0,26.0
2694,1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21.0,0.0,3.0,0.0,0.0,0.0,1,1,0,3,6,0,0,0,0,0,0,0,Spain,0,24.0
2698,1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254.0,7.0,108.0,20.0,0.0,26.0,3,6,3,5,6,0,0,0,0,0,0,0,United States,0,415.0
2711,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,0,0,0,0,0,Canada,0,31.0
